Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR,NameASCII,PlayerId,MLBAMID
"Ronald Acuña Jr.","ATL",159,735,41,149,106,73,0.108843537,0.114285714,0.258164853,0.3378119,0.337480559,0.41632653,0.595645412,0.4275971621763511,0.4611761223779966,171.44872736850394,8.874333710875362,73.93227175839074,-7.113185815513134,9.155587688589641,"Ronald Acuna Jr.",18401,660670
"Freddie Freeman","LAD",161,730,29,131,102,23,0.098630136,0.165753424,0.235478807,0.369918699,0.331240188,0.409589041,0.566718995,0.4105788874426924,0.4054639696241259,161.00684644710662,4.531624742317945,59.70377294343732,-7.272629261016846,7.703901871095401,"Freddie Freeman",5361,518692
"Mookie Betts","LAD",152,693,39,126,107,14,0.138528138,0.154401154,0.272260274,0.316027088,0.306506849,0.408369408,0.578767123,0.4164887061153633,0.40827610181725543,164.96869536137436,0.7353773899376392,56.51246555859146,-3.861447334289551,7.600351634957371,"Mookie Betts",13611,605141
"Shohei Ohtani","LAA",135,599,44,102,95,20,0.151919866,0.238731218,0.350100604,0.341853035,0.303822937,0.412457912,0.653923541,0.43348226798974615,0.427626865010866,180.22090186209738,2.485974167473614,60.062696846053235,-14.475308418273926,6.583238931878732,"Shohei Ohtani",19755,660271
"Matt Olson","ATL",162,720,54,127,139,1,0.144444444,0.231944444,0.320723685,0.301790281,0.282894736,0.388888888,0.603618421,0.4127573844756973,0.3957215644943882,161.5003752400049,0.20041744969785213,55.056996392280574,-13.888444781303406,6.546912007822644,"Matt Olson",14344,621566
"Marcus Semien","TEX",162,753,29,122,100,14,0.095617529,0.146082337,0.201492538,0.291044776,0.276119402,0.348404255,0.47761194,0.35423160789809754,0.33481595865885416,127.9111308224011,1.2986186500638723,26.481474923141516,12.640924453735352,6.462366508437005,"Marcus Semien",12533,543760
"Corey Seager","TEX",119,536,33,88,96,2,0.09141791,0.164179104,0.295597484,0.339779005,0.327044025,0.389925373,0.622641509,0.4185934797410042,0.4108458488218246,172.52175497709445,-2.785030688624829,43.79134306999778,1.8678231239318848,6.37611455840055,"Corey Seager",13624,608369
"Juan Soto","SDP",162,708,35,97,109,12,0.186440677,0.182203389,0.24471831,0.29584352,0.274647887,0.410183875,0.519366197,0.39487367174748716,0.40659504622864207,153.66436746647517,-0.8730578091926873,46.19624118060143,-8.369366705417633,6.172993530490116,"Juan Soto",20123,665742
"Bobby Witt Jr.","KCR",158,694,30,97,96,49,0.057636887,0.174351585,0.218408736,0.295180722,0.276131045,0.318903318,0.494539781,0.3433004379100193,0.3670822806980299,115.84897306027437,7.605200571473688,20.78452582036114,14.799476623535156,5.908849731111393,"Bobby Witt Jr.",25764,677951
"Julio Rodríguez","SEA",155,714,32,102,103,37,0.06582633,0.245098039,0.209480123,0.32962138,0.275229357,0.333333333,0.48470948,0.3474612170356815,0.3416975088998781,128.41796668594927,5.225208817515522,29.5373825701456,4.59771990776062,5.832395037544983,"Julio Rodriguez",23697,677594
"William Contreras","MIL",141,611,17,86,78,6,0.103109656,0.206219312,0.168518519,0.348370927,0.288888888,0.367213114,0.457407407,0.3572947347634717,0.3359575666993807,125.52813999550116,-1.5592737132683396,17.76391703306897,19.78322547674179,5.816149874255208,"William Contreras",20503,661388
"Adley Rutschman","BAL",154,687,20,84,80,1,0.133915574,0.147016011,0.158163265,0.302966101,0.277210884,0.374090247,0.435374149,0.35164259393834857,0.3736302716091341,126.15615694382754,-1.8928638943471014,19.638088956958043,12.235536813735962,5.515051141445491,"Adley Rutschman",26288,668939
"Francisco Lindor","NYM",160,687,31,108,98,31,0.096069868,0.199417758,0.215946844,0.27664399,0.254152823,0.336244541,0.470099667,0.34553246638865237,0.34539209073477417,120.15509307856564,3.745625192299485,20.89941179563545,10.976192951202393,5.5083319129635475,"Francisco Lindor",12916,596019
"Corbin Carroll","ARI",155,645,25,116,76,54,0.088372093,0.193798449,0.221238938,0.324582338,0.284955752,0.361502347,0.50619469,0.3702759255996692,0.34523737205649324,132.51507104109254,12.278164066839963,38.25958384152672,-6.475649356842041,5.356759048320305,"Corbin Carroll",25878,682998
"Austin Riley","ATL",159,715,37,117,97,3,0.082517482,0.24055944,0.23427673,0.324200913,0.28144654,0.345454545,0.51572327,0.3627266293671899,0.3663225200814261,127.9605487605147,0.6619604672305286,25.428777194566873,1.9828200042247772,5.1581467222372375,"Austin Riley",18360,663586
